system:index,H2O,LEDAPS,O3,bkgd_BT,bkgd_TIR,cloud_count,date,doy,lake_BT,lake_TIR,lake_count,lake_mean_rad,solar_z,valid_count,.geo
LE70810712004109EDC01,2.8100006103515627,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.253,17.900846568446376,8.201155035070606,356.0,2004-04-18T22:38:36,109.94348230324074,20.17787020729727,8.49012592466431,1495.0,"{blue=110.30369619940436, green=78.20961425260556, red=28.546837692515904, nir=6.536034655012814, swir1=0.31643609290492947, swir2=0.059660936888958106, tir1=8.49012592466431, tir2=8.487114230329901}",41.56430435180664,"{blue=1925, green=1915, red=1903, nir=1895, swir1=1859, swir2=1868, tir1=1835, tir2=1835}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712004125EDC02,4.219999694824219,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.243,19.02213417563169,8.342901848430644,664.0,2004-05-04T22:38:40,125.94351938657407,19.94681607529316,8.46062379587288,1075.0,"{blue=108.05168647899184, green=76.51071281250132, red=29.04290533642436, nir=7.356520880100339, swir1=0.6425604844253335, swir2=0.18063629070680107, tir1=8.46062379587288, tir2=8.4627872910131}",44.5547981262207,"{blue=1958, green=1948, red=1936, nir=1923, swir1=1897, swir2=1910, tir1=1887, tir2=1887}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712004141EDC01,2.8199996948242188,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.258,11.344546220887382,7.399527019402891,841.0,2004-05-20T22:38:40,141.9435216087963,14.010847141819315,7.719598612511402,1083.0,"{blue=127.47150473515413, green=96.15934650257354, red=45.350494038695444, nir=17.407515728792877, swir1=1.9850542526301884, swir2=0.519906892735734, tir1=7.719598612511402, tir2=7.720029818635894}",47.36540603637695,"{blue=2005, green=1990, red=1980, nir=1967, swir1=1945, swir2=1954, tir1=1935, tir2=1935}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712005143EDC00,3.9399993896484373,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.254,-13.310679261113556,4.803779563013936,2195.0,2005-05-23T22:39:04,143.94380765046296,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",47.73430252075195,"{blue=2218, green=2211, red=2204, nir=2195, swir1=2171, swir2=2179, tir1=2160, tir2=2160}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712005335EDC00,3.6399993896484375,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.276,12.846687886252331,7.578784872013242,2040.0,2005-12-01T22:39:04,335.9438050231482,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",28.31341552734375,"{blue=2065, green=2057, red=2046, nir=2040, swir1=1994, swir2=2007, tir1=1966, tir2=1966}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712005351EDC00,4.510000610351563,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.256,21.91602917023521,8.71695488348683,437.0,2005-12-17T22:39:06,351.9438268402778,26.208959267356178,9.284177591787143,932.0,"{blue=91.08486739427747, green=72.32223008266078, red=46.6139204727222, nir=11.885478746225905, swir1=0.9069869704919155, swir2=0.2745170217752457, tir1=9.286589316827216, tir2=9.288771668681317}",30.116077423095703,"{blue=1924, green=1912, red=1904, nir=1892, swir1=1856, swir2=1866, tir1=1832, tir2=1832}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712006034EDC00,4.410000610351562,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.241,18.853485706981367,8.32163983680059,135.0,2006-02-03T22:39:30,34.94409920138889,20.53095138407199,8.535674505562426,1340.0,"{blue=83.84212240781358, green=59.361870815415884, red=26.89314706788134, nir=7.746727087604466, swir1=0.6993516170682798, swir2=0.17249218397188623, tir1=8.532936286587876, tir2=8.533882679196587}",33.90874099731445,"{blue=2155, green=2142, red=2135, nir=2125, swir1=2083, swir2=2093, tir1=2041, tir2=2041}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712006050EDC00,5.589999389648438,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.244,2.006238151999081,6.34757762906306,2187.0,2006-02-19T22:39:33,50.94414247685185,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",34.631046295166016,"{blue=2216, green=2206, red=2195, nir=2187, swir1=2165, swir2=2174, tir1=2157, tir2=2157}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712006066EDC00,4.45,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.247,18.97083369387856,8.336573369612422,447.0,2006-03-07T22:39:35,66.94415925925927,19.877633213011688,8.452081795966576,1026.0,"{blue=92.6347267228028, green=61.43576231163148, red=20.346015194006135, nir=6.866874746063299, swir1=0.7381744702035555, swir2=0.19726307035032173, tir1=8.449329761533528, tir2=8.446661058319812}",35.63423156738281,"{blue=1964, green=1953, red=1941, nir=1928, swir1=1902, swir2=1914, tir1=1893, tir2=1893}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712006146EDC00,4.289999389648438,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.238,14.1407470703125,7.73537835219632,1899.0,2006-05-26T22:39:33,146.94413347222223,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",48.09379959106445,"{blue=1970, green=1956, red=1945, nir=1931, swir1=1909, swir2=1922, tir1=1898, tir2=1898}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712006162EDC00,3.5300003051757813,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.239,14.062032063802084,7.726141789307197,1925.0,2006-06-11T22:39:30,162.94409953703703,,,1.0,"{blue=41.30315017700195, green=31.943306744098663, red=31.055906295776367, nir=6.415747940540314, swir1=null, swir2=null, tir1=null, tir2=null}",49.91994857788086,"{blue=1994, green=1981, red=1971, nir=1960, swir1=1936, swir2=1947, tir1=1932, tir2=1932}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712007149EDC00,3.7399993896484376,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.256,11.164742606026786,7.379527613520622,1972.0,2007-05-29T22:39:44,149.94426434027778,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",48.436805725097656,"{blue=2022, green=2011, red=2002, nir=1991, swir1=1974, swir2=1984, tir1=1981, tir2=1981}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712008072EDC00,4.25,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.249,6.0034637451171875,6.781338632727663,2071.0,2008-03-12T22:39:37,72.94418068287037,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",36.11391067504883,"{blue=2097, green=2087, red=2080, nir=2071, swir1=2026, swir2=2037, tir1=1984, tir2=1984}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712008104EDC00,4.410000610351562,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.251,14.68192430952905,7.801889821362328,2224.0,2008-04-13T22:39:37,104.94417898148149,18.568400065104168,8.285196911543608,12.0,"{blue=124.10918800036113, green=110.95980824530125, red=55.97385303179423, nir=24.221062928438187, swir1=3.112683975448211, swir2=0.7547571621835232, tir1=8.285196911543608, tir2=8.297047190368176}",40.565731048583984,"{blue=2266, green=2258, red=2247, nir=2240, swir1=2220, swir2=2228, tir1=2210, tir2=2210}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712008120EDC00,4.019999694824219,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.244,-42.47983660016741,2.56632922779,2040.0,2008-04-29T22:39:33,120.94414232638889,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",43.53656005859375,"{blue=2067, green=2058, red=2047, nir=2040, swir1=1994, swir2=2006, tir1=1968, tir2=1968}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712009090EDC00,4.45,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.246,7.074836105596824,6.915420213683706,1937.0,2009-03-31T22:39:45,90.94427623842593,12.112668817693537,7.490830406038598,44.0,"{blue=120.39837311072783, green=97.3012156215581, red=49.43707169185985, nir=22.216392224485222, swir1=2.4739318513734774, swir2=0.621734022078189, tir1=7.490830406038598, tir2=7.490381133319302}",38.26529312133789,"{blue=2203, green=2193, red=2185, nir=2173, swir1=2156, swir2=2166, tir1=2150, tir2=2150}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712009106EDC00,4.6100006103515625,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.252,18.95627683966866,8.33430585718052,531.0,2009-04-16T22:39:50,106.9443343287037,19.804664406251504,8.442532840402105,1346.0,"{blue=44.17685182080403, green=25.35631505106569, red=10.150149795311167, nir=4.304862593293722, swir1=0.2170442309055855, swir2=0.04093742328432371, tir1=8.442532840402105, tir2=8.442572364851753}",40.90719223022461,"{blue=2265, green=2254, red=2247, nir=2235, swir1=2216, swir2=2224, tir1=2207, tir2=2207}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712010061EDC00,3.9300003051757812,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.245,15.329985185102982,7.882677223533392,892.0,2010-03-02T22:41:32,61.94551445601852,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",34.75870132446289,"{blue=2075, green=2066, red=2052, nir=2040, swir1=2017, swir2=2030, tir1=2004, tir2=2004}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712010093EDC00,4.4,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.245,18.766465292215432,8.31032780788028,470.0,2010-04-03T22:41:41,93.94562255787037,19.727862088185436,8.43302253820504,1175.0,"{blue=40.316304126293105, green=22.65797197915138, red=9.846674137521298, nir=4.163125608322468, swir1=0.22193815490585164, swir2=0.04446475676723294, tir1=8.43302253820504, tir2=8.439214028053234}",38.30717849731445,"{blue=2034, green=2022, red=2011, nir=1999, swir1=1969, swir2=1979, tir1=1956, tir2=1956}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712011080EDC00,3.45,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.261,6.682396411895752,6.864847491611727,1857.0,2011-03-21T22:43:02,80.94655738425926,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",36.10398483276367,"{blue=1981, green=1974, red=1963, nir=1955, swir1=1913, swir2=1924, tir1=1888, tir2=1888}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712011096EDC00,4.1399993896484375,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.244,10.071417639098192,7.251030070704051,1769.0,2011-04-06T22:43:06,96.94660773148148,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",38.41695785522461,"{blue=2008, green=1996, red=1986, nir=1974, swir1=1950, swir2=1961, tir1=1941, tir2=1941}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712011112EDC00,3.7899993896484374,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.245,13.305342466092958,7.636636212884169,1976.0,2011-04-22T22:43:05,112.94658989583333,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",41.2990837097168,"{blue=2133, green=2121, red=2114, nir=2104, swir1=2059, swir2=2072, tir1=2033, tir2=2033}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LE70810712011128EDC00,4.169999694824218,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.255,11.764237176804315,7.450607479062109,2073.0,2011-05-08T22:43:05,128.9465905324074,17.157546023105052,8.107488751411438,47.0,"{blue=120.90033667138282, green=94.08121840877736, red=61.78146400857479, nir=21.998910997776274, swir1=2.0722601993920957, swir2=0.5120748398785896, tir1=8.107488751411438, tir2=8.102316082792079}",44.367698669433594,"{blue=2237, green=2229, red=2221, nir=2212, swir1=2191, swir2=2199, tir1=2180, tir2=2180}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
